NewDepot -1 5.0,5.0 5
NewVehicle -1 9.586596245046971,0.16999866687968712 1 10
NewVehicle -1 7.067572672888104,7.932875242702534 1 10
NewVehicle -1 0.3735645043189595,3.092657495731456 1 10
NewVehicle -1 0.40713068795099505,7.678838159167332 1 10
NewVehicle -1 5.81966338253811,9.77410586973465 1 10
NewParcel 4823976545 0.2800013159315873,6.3348012075586135 4.037923801859893,9.732269273252799 0 1 4823984030/4823989059=4824225740/4824230769
NewParcel 4824679316 4.483490795273227,3.492183732887899 7.942881174197657,4.651648831936136 0 1 4824680325/4824698306=4824886922/4824904903
NewParcel 4825408278 8.302728782152341,7.103689835289188 2.5803084566888277,6.495127250149198 0 1 4825411542/4825425013=4825687303/4825700774
NewParcel 4826066946 1.9102400138359732,5.868683223759488 5.949634745140681,1.6474474413909757 0 1 4826071819/4826082072=4826349948/4826360201
NewParcel 4826854981 2.136132119865045,9.381845128531776 8.006928019170633,4.371779010656816 0 1 4826858716/4826871245=4827070813/4827083342
NewParcel 4827558062 2.431025419492785,9.343432897468748 6.008836761192985,8.416861703769257 0 1 4827562585/4827573538=4827838442/4827849395
NewParcel 4828402722 3.9770564456769186,0.3795277203592984 0.4674949800663264,6.837646498527191 0 1 4828408929/4828416514=4828696443/4828704028
NewParcel 4829143930 9.23601233877461,5.823826878036869 3.6304511818779464,1.0060015530759436 0 1 4829144937/4829162922=4829365338/4829383323
NewParcel 4829897737 1.7236631251083934,6.31254787142068 4.899684102768709,2.2880451977590055 0 1 4829903397/4829912076=4830207374/4830216053
NewParcel 4830725836 8.29935341939463,1.544005564346017 0.10376805595473493,2.3646653627443834 0 1 4830729258/4830742413=4830994948/4831008103
NewParcel 4831523410 2.7599131901279375,8.05442440537238 4.037250037297088,0.6717912784707758 0 1 4831526087/4831540732=4831740304/4831754949
NewParcel 4832356186 2.0269548638601975,8.361548129034354 8.18130181410484,9.936977958793644 0 1 4832361762/4832370609=4832651206/4832660053
NewParcel 4833037129 8.716614842845646,9.32760982128788 8.019708023935614,3.2888680372776777 0 1 4833044715/4833049542=4833274314/4833279141
NewParcel 4833827756 6.380805296380341,0.09322586720388215 6.8642538806080164,8.916089752882199 0 1 4833834115/4833841396=4834065035/4834072316
NewParcel 4834493571 6.209035119871399,2.4337743559819303 5.603576121893284,0.7521584122008107 0 1 4834499385/4834507756=4834799631/4834808002
NewParcel 4835337659 6.479866890539752,8.88982064177204 0.2895356551999062,6.162939453949581 0 1 4835346489/4835348828=4835572416/4835574755
NewParcel 4836080999 8.55106938434407,6.523155031219835 1.975180378595961,4.113238133185098 0 1 4836090452/4836091545=4836307892/4836308985
NewParcel 4836752605 5.677528236198672,6.650002390496756 5.718354919849399,9.789078048765997 0 1 4836755615/4836769594=4837044719/4837058698
NewParcel 4837497114 3.445978852927225,3.402966333050521 8.165023163127778,4.152230476801272 0 1 4837497147/4837517080=4837785428/4837805361
NewParcel 4838201992 3.115621851345071,6.473272474703337 5.626365446938303,9.403556957116358 0 1 4838209381/4838214602=4838502843/4838508064
NewParcel 4838891037 1.6536862484990844,5.8848722997459575 7.063712205130369,3.831727169986132 0 1 4838898550/4838903523=4839131165/4839136138
NewParcel 4839725414 4.755000899975292,9.151967877824148 8.895377797186573,2.0238770088574256 0 1 4839729559/4839741268=4840026756/4840038465
NewParcel 4840397973 1.6346365075767422,3.671523818143043 1.0394544369792535,8.914766427618542 0 1 4840398445/4840417500=4840650667/4840669722
NewParcel 4841101130 2.88268219405474,9.702326924303375 6.106633467991454,8.651000850551338 0 1 4841104195/4841118064=4841371957/4841385826
NewParcel 4841893135 5.17021859366689,1.7821552424292797 6.157110243394786,1.7468787782614081 0 1 4841895657/4841910612=4842117940/4842132895
NewParcel 4842582072 9.095548550518645,8.934620467674554 3.9356414236050896,6.508427962111574 0 1 4842591266/4842592877=4842844475/4842846086
NewParcel 4843391472 8.959750875234672,6.517245923307686 7.998811769272207,3.202191811878766 0 1 4843401399/4843401544=4843656493/4843656638
NewParcel 4844065944 5.760615644213526,5.062342363829012 3.6485769326447617,1.9453311658743377 0 1 4844075120/4844076767=4844325919/4844327566
NewParcel 4844719777 7.1940282056454965,3.962243294779687 4.0861426780275645,7.793598990428538 0 1 4844725209/4844734344=4845011272/4845020407
NewParcel 4845425974 0.9518600040180658,0.35046451938739676 8.700243234476408,9.003757086786914 0 1 4845427294/4845444653=4845650160/4845667519
NewParcel 4846087731 0.10543197167853346,6.030347891074989 7.90388122310465,6.946990509674236 0 1 4846091035/4846104426=4846322995/4846336386
NewParcel 4846928892 1.8636106108350226,7.80275346043628 6.43359432083791,8.64988795600981 0 1 4846933259/4846944524=4847143225/4847154490
NewParcel 4847584450 3.494601993024773,9.04436245439684 9.525304919009432,5.439546584744633 0 1 4847585036/4847603863=4847856475/4847875302
NewParcel 4848266688 1.7005022348090004,2.8881505822982123 8.880823377556258,3.6693664715662013 0 1 4848276668/4848276707=4848567938/4848567977
NewParcel 4849027094 4.233671986403223,9.857601482698172 7.839058823528732,6.002094277028482 0 1 4849036651/4849037536=4849334479/4849335364
NewParcel 4849728709 5.0439917783688015,5.306212578562317 7.666009659295482,4.2266827474632285 0 1 4849732638/4849744779=4849974877/4849987018
NewParcel 4850388098 6.746066433626835,4.5138653153079344 9.377585270464763,7.085524211619793 0 1 4850394509/4850401686=4850688683/4850695860
NewParcel 4851040670 6.695436507507255,5.791616594229626 8.009331620444923,9.088624170848988 0 1 4851041671/4851059668=4851281228/4851299225
NewParcel 4851827598 5.4628611632981645,4.446475552658002 8.747116468495877,8.791273965342024 0 1 4851828732/4851846463=4852109299/4852127030
NewParcel 4852597129 8.995735586908854,2.9577280913163695 6.8328395221195155,7.51178809269942 0 1 4852605743/4852608514=4852869076/4852871847
NewParcel 4853357599 8.255704442385118,5.216372778686095 5.6592298916576755,1.9658686631138078 0 1 4853361209/4853373988=4853644927/4853657706
NewParcel 4854013997 2.621533503314859,5.179228372177179 9.967792358149492,6.794155638401559 0 1 4854018140/4854029853=4854264703/4854276416
NewParcel 4854764464 5.846303122530914,2.789277703501826 3.5639662379270898,5.459529884021325 0 1 4854765383/4854783544=4855044194/4855062355
NewParcel 4855527638 5.8579861966897715,2.5138079445301145 3.4635575354375447,0.49072924593635436 0 1 4855528595/4855546680=4855750461/4855768546
NewParcel 4856216274 2.1924697432789686,2.351913714659104 4.884509285357172,6.548841328697384 0 1 4856217134/4856235413=4856470751/4856489030
NewParcel 4856967133 7.348089377648503,3.662919991236434 3.998070700980274,2.2932331120971905 0 1 4856975302/4856978963=4857190780/4857194441
NewParcel 4857781625 0.8507315607881705,4.667293146714885 7.853428167303237,9.523482498383903 0 1 4857788301/4857794948=4858033174/4858039821
NewParcel 4858626256 7.31857074477778,2.9715978936428455 3.389861005466117,0.5738742370641237 0 1 4858635349/4858637162=4858873866/4858875679
NewParcel 4859286432 2.315503513695293,4.969065406429104 9.950483631362273,7.437019731347563 0 1 4859294429/4859298434=4859591356/4859595361
NewParcel 4859961735 2.282341706009271,2.4673343497946143 2.2116372585956148,8.593167569106726 0 1 4859965151/4859978318=4860190661/4860203828
NewParcel 4860735285 7.334823859525858,9.394926879100007 2.9419943332179344,2.021763462839531 0 1 4860738275/4860752294=4861030927/4861044946
NewParcel 4861444357 8.217515235061105,3.9380233541182608 7.5054360937110935,5.371823833805199 0 1 4861452433/4861456280=4861722619/4861726466
NewParcel 4862123943 1.2026498739502367,3.959095372749691 4.521768157280061,6.767686567698627 0 1 4862130661/4862137224=4862337282/4862343845
NewParcel 4862889480 7.222983976989161,6.048964517033184 9.599334451415745,2.2266984831678673 0 1 4862891338/4862907621=4863099879/4863116162
NewParcel 4863669505 4.027718902797215,1.0638441082708405 1.5535944662994616,8.16540520120827 0 1 4863670220/4863688789=4863900769/4863919338
NewParcel 4864393513 2.650560316481645,1.4989297989980221 3.025723029420855,9.970803925313385 0 1 4864402208/4864404817=4864701364/4864703973
NewParcel 4865084841 1.9789706690056896,8.550100843470139 9.91529899359145,0.1132222127129967 0 1 4865093609/4865096072=4865314611/4865317074
NewParcel 4865802929 7.713682059681445,9.215293329544007 6.541142412254684,1.7773848112002733 0 1 4865807609/4865818248=4866058403/4866069042
NewParcel 4866523827 4.507531505066744,6.287109225281883 5.94436234644363,6.488232908477144 0 1 4866527741/4866539912=4866747110/4866759281
NewParcel 4867242372 2.5726766514847057,6.588223044696613 7.247682253362076,6.70805466477022 0 1 4867246167/4867258576=4867493419/4867505828
NewParcel 4868023963 2.5452620755780506,5.301150060471855 4.485099065969884,6.88149383433794 0 1 4868025602/4868042323=4868319709/4868336430
NewParcel 4868828420 4.896590410320732,6.7439351113609645 3.8159434350889345,8.904995719150325 0 1 4868835762/4868841077=4869055248/4869060563
NewParcel 4869672923 2.679867472323485,4.443328688813317 8.53740119221828,0.49725375858913345 0 1 4869677226/4869688619=4869932464/4869943857
NewParcel 4870495569 8.901580023698413,5.857010617130383 3.8095601518135735,7.447221139350388 0 1 4870497663/4870513474=4870712662/4870728473
NewParcel 4871325613 2.3065696073721567,9.596422423764858 5.507042832760018,3.216246929600992 0 1 4871327371/4871343854=4871618497/4871634980
NewParcel 4872060995 7.8658659319901245,5.5017751960703 0.11128869625325222,1.8709004510191374 0 1 4872063144/4872078845=4872277636/4872293337
NewParcel 4872898280 0.7563410846329977,0.42079066835329804 5.0575484914742255,2.8230486826824452 0 1 4872901474/4872915085=4873178983/4873192594
NewParcel 4873654665 5.121248121993761,5.042741217948534 1.450654231766606,8.353745269532942 0 1 4873664166/4873665163=4873909952/4873910949
NewParcel 4874466260 1.400704349661005,9.6393494198952 3.5636228478486487,7.3974951098189266 0 1 4874471443/4874481076=4874680248/4874689881
NewParcel 4875241351 8.521185298848366,9.064111423324821 2.0331635227732114,1.5634601722944153 0 1 4875249671/4875253030=4875494677/4875498036
NewParcel 4875991907 9.733089337686785,9.861605320679578 0.16614325339489477,1.8701625454549742 0 1 4875992848/4876010965=4876294523/4876312640
NewParcel 4876761117 3.385435275634996,4.8383467612144235 5.271078780412908,7.170254467409954 0 1 4876769055/4876773178=4876984081/4876988204
NewParcel 4877509271 2.4267577410022776,2.9467552895820925 9.428715019684065,7.741911860210583 0 1 4877515068/4877523473=4877735928/4877744333
NewParcel 4878214834 8.921259635400862,4.833794480518114 6.615753293997104,0.023417615461043262 0 1 4878224390/4878225277=4878455586/4878456473
NewParcel 4878992093 2.3692871156742825,6.9058459976637065 5.595789721520191,0.9674946568048792 0 1 4878995971/4879008214=4879273248/4879285491
NewParcel 4879821289 3.1211885677874083,9.26138161611913 0.49153100892047497,2.9919546535848274 0 1 4879822941/4879839636=4880067254/4880083949
NewParcel 4880531671 4.673618180347089,5.34299743458468 3.4523443545830954,3.003220399611645 0 1 4880532670/4880550671=4880781055/4880799056
NewParcel 4881372453 1.1373504251165156,3.6603681327000426 6.3312081883878655,1.4692879548574656 0 1 4881381560/4881383345=4881612432/4881614217
NewParcel 4882051170 8.665664636581932,4.435689150223645 0.7851245512903293,0.018689171712454877 0 1 4882059938/4882062401=4882330752/4882333215
NewParcel 4882713472 2.1323627941851395,6.523164420145332 8.71305633939257,8.542018244928695 0 1 4882714510/4882732433=4882955092/4882973015
NewParcel 4883382929 0.8484855852390882,2.4541070108333596 7.445449992233044,5.272583875465548 0 1 4883387829/4883398028=4883643092/4883653291
NewParcel 4884073931 9.606785456297454,1.9592103838148212 6.599409606695616,5.822749867796593 0 1 4884076274/4884091587=4884367413/4884382726
NewParcel 4884735329 3.8430210604432578,6.8195557596453735 6.013581491645167,9.652526570456194 0 1 4884740072/4884750585=4885013729/4885024242
NewParcel 4885576966 0.20313709817961212,2.3979176943099167 6.676813580068024,4.94697709697292 0 1 4885580923/4885593008=4885841197/4885853282
NewParcel 4886375791 6.305388073429018,3.701930154860429 9.064651768562612,5.378997086183408 0 1 4886384806/4886386775=4886653384/4886655353
NewParcel 4887052787 5.986473464097159,6.3306740791455525 5.797736185348285,4.734035291835089 0 1 4887059607/4887065966=4887284668/4887291027
NewParcel 4887756458 8.820741711120517,5.15625206109937 8.03615774300418,7.87331368596562 0 1 4887759208/4887773707=4887994162/4888008661
NewParcel 4888483165 5.201529556878306,6.091909432810433 7.523841627890553,9.012111758264206 0 1 4888487719/4888498610=4888786211/4888797102
NewParcel 4889309130 0.7736968936028454,8.798267608355921 8.697015474761233,0.7896766016291135 0 1 4889309586/4889328673=4889533607/4889552694
NewParcel 4890003451 6.506421193977281,0.6792269489652114 7.770827760932557,0.10732100743491846 0 1 4890013301/4890013600=4890226621/4890226920
NewParcel 4890736011 3.195312951153475,5.01910881429385 8.218178564359988,9.211274066450263 0 1 4890738500/4890753521=4890958043/4890973064
NewParcel 4891388691 1.6829135926757743,8.612593090796729 4.554823824145205,2.9968425501119436 0 1 4891398264/4891399117=4891701426/4891702279
NewParcel 4892222830 2.586641840397619,6.739016168115671 8.84481785552809,6.010450920857333 0 1 4892230456/4892235203=4892466760/4892471507
NewParcel 4892950400 1.8232476711967383,5.832593030545038 6.840352948206425,5.12611891677328 0 1 4892953967/4892966832=4893184843/4893197708
NewParcel 4893600906 0.7188375408959113,6.700123740624776 3.170064003787357,6.372939269351207 0 1 4893607769/4893614042=4893898631/4893904904
NewParcel 4894370548 1.9935332299446684,3.637747907418707 7.489854731533477,6.8901197895187885 0 1 4894372728/4894388367=4894586922/4894602561
NewParcel 4895084704 5.409828196786356,7.298308832137792 6.010313134690143,5.486152008208929 0 1 4895088116/4895101291=4895382685/4895395860
NewParcel 4895799338 9.373700891739512,1.6608927863113365 5.31477332809755,7.77866591277061 0 1 4895806836/4895811839=4896105464/4896110467
NewParcel 4896611464 7.277551077986315,7.954100868334911 7.882093878065756,4.391538851441012 0 1 4896615382/4896627545=4896834241/4896846404
NewParcel 4897343319 9.874018985026115,0.8846203092082716 1.228205011350394,3.1858155394802736 0 1 4897346601/4897360036=4897574241/4897587676
NewParcel 4898009447 7.469750435460374,5.022655728030107 5.080498087956946,9.001005078519924 0 1 4898015327/4898023566=4898298124/4898306363
NewParcel 4898670408 8.228172166309541,1.695783706290006 3.499110206151946,6.883315722522447 0 1 4898679038/4898681777=4898939111/4898941850
NewParcel 4899421372 1.3703368349437528,9.242791256030287 1.3591735346128853,7.277391737281079 0 1 4899427659/4899435084=4899640559/4899647984
NewParcel 4900258384 6.562902750391718,1.979064456644507 7.10808738099578,4.15811286333991 0 1 4900258722/4900278045=4900543579/4900562902
NewParcel 4901009608 3.2823095337431973,5.725084929658867 6.211878345021268,9.579019909699502 0 1 4901016073/4901023142=4901241291/4901248360
NewParcel 4901813414 6.444213332799159,0.24960139483880428 2.2047091730613797,0.6139288508332397 0 1 4901822393/4901824434=4902105361/4902107402
NewParcel 4902569672 7.087241826109533,1.4790346475192395 4.75559950165948,7.168295985804165 0 1 4902577804/4902581539=4902857488/4902861223
NewParcel 4903385171 9.400134355186175,8.824682380936919 6.666421863680352,1.636897053548152 0 1 4903388858/4903401483=4903675524/4903688149
NewParcel 4904078607 7.881327792559979,5.4792822679691024 4.215232791761649,3.8843808514563927 0 1 4904084274/4904092939=4904340999/4904349664
NewParcel 4904905107 0.9200513238014152,2.0344993535280196 7.759006043548179,7.5252630080378955 0 1 4904905765/4904924448=4905191754/4905210437
NewParcel 4905604796 9.587992464806943,6.270898630706956 2.0098253246886486,5.979920084265925 0 1 4905614384/4905615207=4905820532/4905821355
NewParcel 4906274448 2.9305968219183134,4.471964754108029 7.898601820442799,9.283146301627811 0 1 4906274807/4906294088=4906507320/4906526601
NewParcel 4907005776 3.547064288706264,2.113732520162367 0.4403805428952756,5.1218379143594515 0 1 4907012019/4907019532=4907230298/4907237811
NewParcel 4907728472 9.748103814456577,4.281590589413383 9.515293428549397,0.07836476716913121 0 1 4907736917/4907740026=4908027305/4908030414
NewParcel 4908440618 3.0805098107190396,8.665820366940318 2.9792265460584275,9.556193087356464 0 1 4908449327/4908451908=4908716707/4908719288
